Value,Prefix,Suffix,Type,Status
G0UDD,G0,UDD,Call Sign - Amateur,Reserved
G0UDE,G0,UDE,Call Sign - Amateur,Allocated
G0UDF,G0,UDF,Call Sign - Amateur,Reserved
G0UDG,G0,UDG,Call Sign - Amateur,Allocated
G0UDH,G0,UDH,Call Sign - Amateur,Allocated
G0UDI,G0,UDI,Call Sign - Amateur,Allocated
G0UDJ,G0,UDJ,Call Sign - Amateur,Allocated
G0UDK,G0,UDK,Call Sign - Amateur,Allocated
G0UDL,G0,UDL,Call Sign - Amateur,Allocated
G0UDM,G0,UDM,Call Sign - Amateur,Allocated
G0UDN,G0,UDN,Call Sign - Amateur,Reserved
G0UDO,G0,UDO,Call Sign - Amateur,Allocated
G0UDP,G0,UDP,Call Sign - Amateur,Allocated
G0UDQ,G0,UDQ,Call Sign - Amateur,Reserved
G0UDR,G0,UDR,Call Sign - Amateur,Reserved
G0UDS,G0,UDS,Call Sign - Amateur,Reserved
G0UDT,G0,UDT,Call Sign - Amateur,Reserved
G0UDU,G0,UDU,Call Sign - Amateur,Reserved
G0UDV,G0,UDV,Call Sign - Amateur,Reserved
G0UDW,G0,UDW,Call Sign - Amateur,Reserved
G0UDX,G0,UDX,Call Sign - Amateur,Allocated
G0UDY,G0,UDY,Call Sign - Amateur,Allocated
G0UDZ,G0,UDZ,Call Sign - Amateur,Allocated
G0UEA,G0,UEA,Call Sign - Amateur,Allocated
G0UEB,G0,UEB,Call Sign - Amateur,Allocated
G0UEC,G0,UEC,Call Sign - Amateur,Allocated
G0UED,G0,UED,Call Sign - Amateur,Allocated
G0UEE,G0,UEE,Call Sign - Amateur,Reserved
G0UEF,G0,UEF,Call Sign - Amateur,Reserved
G0UEG,G0,UEG,Call Sign - Amateur,Allocated
G0UEH,G0,UEH,Call Sign - Amateur,Allocated
G0UEI,G0,UEI,Call Sign - Amateur,Allocated
G0UEJ,G0,UEJ,Call Sign - Amateur,Allocated
G0UEK,G0,UEK,Call Sign - Amateur,Allocated
G0UEL,G0,UEL,Call Sign - Amateur,Reserved
G0UEM,G0,UEM,Call Sign - Amateur,Allocated
G0UEN,G0,UEN,Call Sign - Amateur,Allocated
G0UEO,G0,UEO,Call Sign - Amateur,Allocated
G0UEP,G0,UEP,Call Sign - Amateur,Reserved
G0UEQ,G0,UEQ,Call Sign - Amateur,Reserved
G0UER,G0,UER,Call Sign - Amateur,Allocated
G0UES,G0,UES,Call Sign - Amateur,Allocated
G0UET,G0,UET,Call Sign - Amateur,Allocated
G0UEU,G0,UEU,Call Sign - Amateur,Allocated
G0UEV,G0,UEV,Call Sign - Amateur,Reserved
G0UEW,G0,UEW,Call Sign - Amateur,Allocated
G0UEX,G0,UEX,Call Sign - Amateur,Allocated
G0UEY,G0,UEY,Call Sign - Amateur,Reserved
G0UEZ,G0,UEZ,Call Sign - Amateur,Reserved
G0UFA,G0,UFA,Call Sign - Amateur,Reserved
G0UFB,G0,UFB,Call Sign - Amateur,Allocated
G0UFC,G0,UFC,Call Sign - Amateur,Allocated
G0UFD,G0,UFD,Call Sign - Amateur,Allocated
G0UFE,G0,UFE,Call Sign - Amateur,Allocated
G0UFF,G0,UFF,Call Sign - Amateur,Allocated
G0UFG,G0,UFG,Call Sign - Amateur,Reserved
G0UFH,G0,UFH,Call Sign - Amateur,Allocated
G0UFI,G0,UFI,Call Sign - Amateur,Allocated
G0UFJ,G0,UFJ,Call Sign - Amateur,Allocated
G0UFK,G0,UFK,Call Sign - Amateur,Allocated
G0UFL,G0,UFL,Call Sign - Amateur,Allocated
G0UFM,G0,UFM,Call Sign - Amateur,Reserved
G0UFN,G0,UFN,Call Sign - Amateur,Allocated
G0UFO,G0,UFO,Call Sign - Amateur,Reserved
G0UFP,G0,UFP,Call Sign - Amateur,Allocated
G0UFQ,G0,UFQ,Call Sign - Amateur,Reserved
G0UFR,G0,UFR,Call Sign - Amateur,Reserved
G0UFS,G0,UFS,Call Sign - Amateur,Reserved
G0UFT,G0,UFT,Call Sign - Amateur,Reserved
G0UFU,G0,UFU,Call Sign - Amateur,Allocated
G0UFV,G0,UFV,Call Sign - Amateur,Allocated
G0UFW,G0,UFW,Call Sign - Amateur,Allocated
G0UFX,G0,UFX,Call Sign - Amateur,Reserved
G0UFY,G0,UFY,Call Sign - Amateur,Allocated
G0UFZ,G0,UFZ,Call Sign - Amateur,Allocated
G0UGA,G0,UGA,Call Sign - Amateur,Allocated
G0UGB,G0,UGB,Call Sign - Amateur,Reserved
G0UGC,G0,UGC,Call Sign - Amateur,Allocated
G0UGD,G0,UGD,Call Sign - Amateur,Allocated
G0UGE,G0,UGE,Call Sign - Amateur,Allocated
G0UGF,G0,UGF,Call Sign - Amateur,Allocated
G0UGG,G0,UGG,Call Sign - Amateur,Allocated
G0UGH,G0,UGH,Call Sign - Amateur,Allocated
G0UGI,G0,UGI,Call Sign - Amateur,Allocated
G0UGJ,G0,UGJ,Call Sign - Amateur,Allocated
G0UGK,G0,UGK,Call Sign - Amateur,Reserved
G0UGL,G0,UGL,Call Sign - Amateur,Reserved
G0UGM,G0,UGM,Call Sign - Amateur,Allocated
G0UGN,G0,UGN,Call Sign - Amateur,Reserved
G0UGO,G0,UGO,Call Sign - Amateur,Allocated
G0UGP,G0,UGP,Call Sign - Amateur,Reserved
G0UGQ,G0,UGQ,Call Sign - Amateur,Allocated
G0UGR,G0,UGR,Call Sign - Amateur,Allocated
G0UGS,G0,UGS,Call Sign - Amateur,Allocated
G0UGT,G0,UGT,Call Sign - Amateur,Allocated
G0UGU,G0,UGU,Call Sign - Amateur,Reserved
G0UGV,G0,UGV,Call Sign - Amateur,Reserved
G0UGW,G0,UGW,Call Sign - Amateur,Allocated
G0UGX,G0,UGX,Call Sign - Amateur,Allocated
G0UGY,G0,UGY,Call Sign - Amateur,Allocated
G0UGZ,G0,UGZ,Call Sign - Amateur,Reserved
G0UHA,G0,UHA,Call Sign - Amateur,Allocated
G0UHB,G0,UHB,Call Sign - Amateur,Reserved
G0UHC,G0,UHC,Call Sign - Amateur,Allocated
G0UHD,G0,UHD,Call Sign - Amateur,Allocated
G0UHE,G0,UHE,Call Sign - Amateur,Allocated
G0UHF,G0,UHF,Call Sign - Amateur,Allocated
G0UHG,G0,UHG,Call Sign - Amateur,Allocated
G0UHH,G0,UHH,Call Sign - Amateur,Reserved
G0UHI,G0,UHI,Call Sign - Amateur,Allocated
G0UHJ,G0,UHJ,Call Sign - Amateur,Allocated
G0UHK,G0,UHK,Call Sign - Amateur,Allocated
G0UHL,G0,UHL,Call Sign - Amateur,Reserved
G0UHM,G0,UHM,Call Sign - Amateur,Allocated
G0UHN,G0,UHN,Call Sign - Amateur,Reserved
G0UHO,G0,UHO,Call Sign - Amateur,Allocated
G0UHP,G0,UHP,Call Sign - Amateur,Reserved
G0UHQ,G0,UHQ,Call Sign - Amateur,Allocated
G0UHR,G0,UHR,Call Sign - Amateur,Reserved
G0UHS,G0,UHS,Call Sign - Amateur,Allocated
G0UHT,G0,UHT,Call Sign - Amateur,Reserved
G0UHU,G0,UHU,Call Sign - Amateur,Allocated
G0UHV,G0,UHV,Call Sign - Amateur,Reserved
G0UHW,G0,UHW,Call Sign - Amateur,Reserved
G0UHX,G0,UHX,Call Sign - Amateur,Allocated
G0UHY,G0,UHY,Call Sign - Amateur,Allocated
G0UHZ,G0,UHZ,Call Sign - Amateur,Reserved
G0UIA,G0,UIA,Call Sign - Amateur,Reserved
G0UIB,G0,UIB,Call Sign - Amateur,Allocated
G0UIC,G0,UIC,Call Sign - Amateur,Reserved
G0UID,G0,UID,Call Sign - Amateur,Allocated
G0UIE,G0,UIE,Call Sign - Amateur,Reserved
G0UIF,G0,UIF,Call Sign - Amateur,Allocated
G0UIG,G0,UIG,Call Sign - Amateur,Allocated
G0UIH,G0,UIH,Call Sign - Amateur,Allocated
G0UII,G0,UII,Call Sign - Amateur,Allocated
G0UIJ,G0,UIJ,Call Sign - Amateur,Reserved
G0UIK,G0,UIK,Call Sign - Amateur,Allocated
G0UIL,G0,UIL,Call Sign - Amateur,Allocated
G0UIM,G0,UIM,Call Sign - Amateur,Allocated
G0UIN,G0,UIN,Call Sign - Amateur,Allocated
G0UIO,G0,UIO,Call Sign - Amateur,Reserved
G0UIP,G0,UIP,Call Sign - Amateur,Allocated
G0UIQ,G0,UIQ,Call Sign - Amateur,Allocated
G0UIR,G0,UIR,Call Sign - Amateur,Reserved
G0UIS,G0,UIS,Call Sign - Amateur,Allocated
G0UIT,G0,UIT,Call Sign - Amateur,Reserved
G0UIU,G0,UIU,Call Sign - Amateur,Reserved
G0UIV,G0,UIV,Call Sign - Amateur,Reserved
G0UIW,G0,UIW,Call Sign - Amateur,Allocated
G0UIX,G0,UIX,Call Sign - Amateur,Allocated
G0UIY,G0,UIY,Call Sign - Amateur,Reserved
G0UIZ,G0,UIZ,Call Sign - Amateur,Allocated
G0UJA,G0,UJA,Call Sign - Amateur,Allocated
G0UJB,G0,UJB,Call Sign - Amateur,Reserved
G0UJC,G0,UJC,Call Sign - Amateur,Reserved
G0UJD,G0,UJD,Call Sign - Amateur,Allocated
G0UJE,G0,UJE,Call Sign - Amateur,Reserved
G0UJF,G0,UJF,Call Sign - Amateur,Reserved
G0UJG,G0,UJG,Call Sign - Amateur,Allocated
G0UJH,G0,UJH,Call Sign - Amateur,Reserved
G0UJI,G0,UJI,Call Sign - Amateur,Allocated
G0UJJ,G0,UJJ,Call Sign - Amateur,Reserved
G0UJK,G0,UJK,Call Sign - Amateur,Allocated
G0UJL,G0,UJL,Call Sign - Amateur,Reserved
G0UJM,G0,UJM,Call Sign - Amateur,Reserved
G0UJN,G0,UJN,Call Sign - Amateur,Reserved
G0UJO,G0,UJO,Call Sign - Amateur,Reserved
G0UJP,G0,UJP,Call Sign - Amateur,Allocated
G0UJQ,G0,UJQ,Call Sign - Amateur,Reserved
G0UJR,G0,UJR,Call Sign - Amateur,Reserved
G0UJS,G0,UJS,Call Sign - Amateur,Reserved
G0UJT,G0,UJT,Call Sign - Amateur,Reserved
G0UJU,G0,UJU,Call Sign - Amateur,Allocated
G0UJV,G0,UJV,Call Sign - Amateur,Reserved
G0UJW,G0,UJW,Call Sign - Amateur,Reserved
G0UJX,G0,UJX,Call Sign - Amateur,Reserved
G0UJY,G0,UJY,Call Sign - Amateur,Reserved
G0UJZ,G0,UJZ,Call Sign - Amateur,Reserved
G0UKA,G0,UKA,Call Sign - Amateur,Allocated
G0UKB,G0,UKB,Call Sign - Amateur,Allocated
G0UKC,G0,UKC,Call Sign - Amateur,Allocated
G0UKD,G0,UKD,Call Sign - Amateur,Allocated
G0UKE,G0,UKE,Call Sign - Amateur,Reserved
G0UKF,G0,UKF,Call Sign - Amateur,Allocated
G0UKG,G0,UKG,Call Sign - Amateur,Allocated
G0UKH,G0,UKH,Call Sign - Amateur,Reserved
G0UKI,G0,UKI,Call Sign - Amateur,Allocated
G0UKJ,G0,UKJ,Call Sign - Amateur,Allocated
G0UKK,G0,UKK,Call Sign - Amateur,Allocated
G0UKL,G0,UKL,Call Sign - Amateur,Allocated
G0UKM,G0,UKM,Call Sign - Amateur,Allocated
G0UKN,G0,UKN,Call Sign - Amateur,Allocated
G0UKO,G0,UKO,Call Sign - Amateur,Allocated
G0UKP,G0,UKP,Call Sign - Amateur,Allocated
G0UKQ,G0,UKQ,Call Sign - Amateur,Reserved
G0UKR,G0,UKR,Call Sign - Amateur,Allocated
G0UKS,G0,UKS,Call Sign - Amateur,Allocated
G0UKT,G0,UKT,Call Sign - Amateur,Allocated
G0UKU,G0,UKU,Call Sign - Amateur,Reserved
G0UKV,G0,UKV,Call Sign - Amateur,Reserved
G0UKW,G0,UKW,Call Sign - Amateur,Reserved
G0UKX,G0,UKX,Call Sign - Amateur,Reserved
G0UKY,G0,UKY,Call Sign - Amateur,Reserved
G0UKZ,G0,UKZ,Call Sign - Amateur,Allocated
G0ULA,G0,ULA,Call Sign - Amateur,Allocated
G0ULB,G0,ULB,Call Sign - Amateur,Reserved
G0ULC,G0,ULC,Call Sign - Amateur,Reserved
G0ULD,G0,ULD,Call Sign - Amateur,Reserved
G0ULE,G0,ULE,Call Sign - Amateur,Allocated
G0ULF,G0,ULF,Call Sign - Amateur,Allocated
G0ULG,G0,ULG,Call Sign - Amateur,Allocated
G0ULH,G0,ULH,Call Sign - Amateur,Allocated
G0ULI,G0,ULI,Call Sign - Amateur,Allocated
G0ULJ,G0,ULJ,Call Sign - Amateur,Reserved
G0ULK,G0,ULK,Call Sign - Amateur,Allocated
G0ULL,G0,ULL,Call Sign - Amateur,Allocated
G0ULM,G0,ULM,Call Sign - Amateur,Allocated
G0ULN,G0,ULN,Call Sign - Amateur,Allocated
G0ULO,G0,ULO,Call Sign - Amateur,Allocated
G0ULP,G0,ULP,Call Sign - Amateur,Allocated
G0ULQ,G0,ULQ,Call Sign - Amateur,Allocated
G0ULR,G0,ULR,Call Sign - Amateur,Allocated
G0ULS,G0,ULS,Call Sign - Amateur,Allocated
G0ULT,G0,ULT,Call Sign - Amateur,Reserved
G0ULU,G0,ULU,Call Sign - Amateur,Reserved
G0ULV,G0,ULV,Call Sign - Amateur,Allocated
G0ULW,G0,ULW,Call Sign - Amateur,Reserved
G0ULX,G0,ULX,Call Sign - Amateur,Reserved
G0ULY,G0,ULY,Call Sign - Amateur,Reserved
G0ULZ,G0,ULZ,Call Sign - Amateur,Allocated
G0UMA,G0,UMA,Call Sign - Amateur,Reserved
G0UMB,G0,UMB,Call Sign - Amateur,Reserved
G0UMC,G0,UMC,Call Sign - Amateur,Reserved
G0UMD,G0,UMD,Call Sign - Amateur,Reserved
G0UME,G0,UME,Call Sign - Amateur,Reserved
G0UMF,G0,UMF,Call Sign - Amateur,Allocated
G0UMG,G0,UMG,Call Sign - Amateur,Reserved
G0UMH,G0,UMH,Call Sign - Amateur,Reserved
G0UMI,G0,UMI,Call Sign - Amateur,Allocated
G0UMJ,G0,UMJ,Call Sign - Amateur,Allocated
G0UMK,G0,UMK,Call Sign - Amateur,Allocated
G0UML,G0,UML,Call Sign - Amateur,Allocated
G0UMM,G0,UMM,Call Sign - Amateur,Allocated
G0UMN,G0,UMN,Call Sign - Amateur,Reserved
G0UMO,G0,UMO,Call Sign - Amateur,Reserved
G0UMP,G0,UMP,Call Sign - Amateur,Allocated
G0UMQ,G0,UMQ,Call Sign - Amateur,Reserved
G0UMR,G0,UMR,Call Sign - Amateur,Reserved
G0UMS,G0,UMS,Call Sign - Amateur,Allocated
G0UMT,G0,UMT,Call Sign - Amateur,Reserved
G0UMU,G0,UMU,Call Sign - Amateur,Reserved
G0UMV,G0,UMV,Call Sign - Amateur,Allocated
G0UMW,G0,UMW,Call Sign - Amateur,Reserved
G0UMX,G0,UMX,Call Sign - Amateur,Reserved
G0UMY,G0,UMY,Call Sign - Amateur,Allocated
G0UMZ,G0,UMZ,Call Sign - Amateur,Reserved
G0UNA,G0,UNA,Call Sign - Amateur,Reserved
G0UNB,G0,UNB,Call Sign - Amateur,Allocated
G0UNC,G0,UNC,Call Sign - Amateur,Allocated
G0UND,G0,UND,Call Sign - Amateur,Allocated
G0UNE,G0,UNE,Call Sign - Amateur,Allocated
G0UNF,G0,UNF,Call Sign - Amateur,Allocated
G0UNG,G0,UNG,Call Sign - Amateur,Allocated
G0UNH,G0,UNH,Call Sign - Amateur,Reserved
G0UNI,G0,UNI,Call Sign - Amateur,Reserved
G0UNJ,G0,UNJ,Call Sign - Amateur,Allocated
G0UNK,G0,UNK,Call Sign - Amateur,Allocated
G0UNL,G0,UNL,Call Sign - Amateur,Reserved
G0UNM,G0,UNM,Call Sign - Amateur,Reserved
G0UNN,G0,UNN,Call Sign - Amateur,Reserved
G0UNO,G0,UNO,Call Sign - Amateur,Allocated
G0UNP,G0,UNP,Call Sign - Amateur,Reserved
G0UNQ,G0,UNQ,Call Sign - Amateur,Reserved
G0UNR,G0,UNR,Call Sign - Amateur,Reserved
G0UNS,G0,UNS,Call Sign - Amateur,Reserved
G0UNT,G0,UNT,Call Sign - Amateur,Reserved
G0UNU,G0,UNU,Call Sign - Amateur,Allocated
G0UNV,G0,UNV,Call Sign - Amateur,Reserved
G0UNW,G0,UNW,Call Sign - Amateur,Allocated
G0UNX,G0,UNX,Call Sign - Amateur,Reserved
G0UNY,G0,UNY,Call Sign - Amateur,Allocated
G0UNZ,G0,UNZ,Call Sign - Amateur,Reserved
G0UOA,G0,UOA,Call Sign - Amateur,Allocated
G0UOB,G0,UOB,Call Sign - Amateur,Allocated
G0UOC,G0,UOC,Call Sign - Amateur,Reserved
G0UOD,G0,UOD,Call Sign - Amateur,Allocated
G0UOE,G0,UOE,Call Sign - Amateur,Reserved
G0UOF,G0,UOF,Call Sign - Amateur,Reserved
G0UOG,G0,UOG,Call Sign - Amateur,Allocated
G0UOH,G0,UOH,Call Sign - Amateur,Allocated
G0UOI,G0,UOI,Call Sign - Amateur,Allocated
G0UOJ,G0,UOJ,Call Sign - Amateur,Reserved
G0UOK,G0,UOK,Call Sign - Amateur,Reserved
G0UOL,G0,UOL,Call Sign - Amateur,Reserved
G0UOM,G0,UOM,Call Sign - Amateur,Allocated
G0UON,G0,UON,Call Sign - Amateur,Allocated
G0UOO,G0,UOO,Call Sign - Amateur,Allocated
G0UOP,G0,UOP,Call Sign - Amateur,Allocated
G0UOQ,G0,UOQ,Call Sign - Amateur,Allocated
G0UOR,G0,UOR,Call Sign - Amateur,Allocated
G0UOS,G0,UOS,Call Sign - Amateur,Allocated
G0UOT,G0,UOT,Call Sign - Amateur,Reserved
G0UOU,G0,UOU,Call Sign - Amateur,Allocated
G0UOV,G0,UOV,Call Sign - Amateur,Allocated
G0UOW,G0,UOW,Call Sign - Amateur,Reserved
G0UOX,G0,UOX,Call Sign - Amateur,Reserved
G0UOY,G0,UOY,Call Sign - Amateur,Reserved
G0UOZ,G0,UOZ,Call Sign - Amateur,Allocated
G0UPA,G0,UPA,Call Sign - Amateur,Allocated
G0UPB,G0,UPB,Call Sign - Amateur,Reserved
G0UPC,G0,UPC,Call Sign - Amateur,Allocated
G0UPD,G0,UPD,Call Sign - Amateur,Allocated
G0UPE,G0,UPE,Call Sign - Amateur,Allocated
G0UPF,G0,UPF,Call Sign - Amateur,Reserved
G0UPG,G0,UPG,Call Sign - Amateur,Allocated
G0UPH,G0,UPH,Call Sign - Amateur,Reserved
G0UPI,G0,UPI,Call Sign - Amateur,Reserved
G0UPJ,G0,UPJ,Call Sign - Amateur,Reserved
G0UPK,G0,UPK,Call Sign - Amateur,Reserved
G0UPL,G0,UPL,Call Sign - Amateur,Allocated
G0UPM,G0,UPM,Call Sign - Amateur,Reserved
G0UPN,G0,UPN,Call Sign - Amateur,Reserved
G0UPO,G0,UPO,Call Sign - Amateur,Allocated
G0UPP,G0,UPP,Call Sign - Amateur,Reserved
G0UPQ,G0,UPQ,Call Sign - Amateur,Allocated
G0UPR,G0,UPR,Call Sign - Amateur,Reserved
G0UPS,G0,UPS,Call Sign - Amateur,Allocated
G0UPT,G0,UPT,Call Sign - Amateur,Reserved
G0UPU,G0,UPU,Call Sign - Amateur,Reserved
G0UPV,G0,UPV,Call Sign - Amateur,Allocated
G0UPW,G0,UPW,Call Sign - Amateur,Reserved
G0UPX,G0,UPX,Call Sign - Amateur,Allocated
G0UPY,G0,UPY,Call Sign - Amateur,Allocated
G0UPZ,G0,UPZ,Call Sign - Amateur,Reserved
G0UQA,G0,UQA,Call Sign - Amateur,Reserved
G0UQB,G0,UQB,Call Sign - Amateur,Allocated
G0UQC,G0,UQC,Call Sign - Amateur,Allocated
G0UQD,G0,UQD,Call Sign - Amateur,Reserved
G0UQE,G0,UQE,Call Sign - Amateur,Allocated
G0UQF,G0,UQF,Call Sign - Amateur,Allocated
G0UQG,G0,UQG,Call Sign - Amateur,Reserved
G0UQH,G0,UQH,Call Sign - Amateur,Allocated
G0UQI,G0,UQI,Call Sign - Amateur,Allocated
G0UQJ,G0,UQJ,Call Sign - Amateur,Allocated
G0UQK,G0,UQK,Call Sign - Amateur,Allocated
G0UQL,G0,UQL,Call Sign - Amateur,Reserved
G0UQM,G0,UQM,Call Sign - Amateur,Reserved
G0UQN,G0,UQN,Call Sign - Amateur,Allocated
G0UQO,G0,UQO,Call Sign - Amateur,Allocated
G0UQP,G0,UQP,Call Sign - Amateur,Allocated
G0UQQ,G0,UQQ,Call Sign - Amateur,Allocated
G0UQR,G0,UQR,Call Sign - Amateur,Allocated
G0UQS,G0,UQS,Call Sign - Amateur,Reserved
G0UQT,G0,UQT,Call Sign - Amateur,Allocated
G0UQU,G0,UQU,Call Sign - Amateur,Allocated
G0UQV,G0,UQV,Call Sign - Amateur,Allocated
G0UQW,G0,UQW,Call Sign - Amateur,Reserved
G0UQX,G0,UQX,Call Sign - Amateur,Allocated
G0UQY,G0,UQY,Call Sign - Amateur,Allocated
G0UQZ,G0,UQZ,Call Sign - Amateur,Allocated
G0URA,G0,URA,Call Sign - Amateur,Reserved
G0URB,G0,URB,Call Sign - Amateur,Allocated
G0URC,G0,URC,Call Sign - Amateur,Allocated
G0URD,G0,URD,Call Sign - Amateur,Allocated
G0URE,G0,URE,Call Sign - Amateur,Allocated
G0URF,G0,URF,Call Sign - Amateur,Allocated
G0URG,G0,URG,Call Sign - Amateur,Allocated
G0URH,G0,URH,Call Sign - Amateur,Reserved
G0URI,G0,URI,Call Sign - Amateur,Allocated
G0URJ,G0,URJ,Call Sign - Amateur,Reserved
G0URK,G0,URK,Call Sign - Amateur,Allocated
G0URL,G0,URL,Call Sign - Amateur,Reserved
G0URM,G0,URM,Call Sign - Amateur,Allocated
G0URN,G0,URN,Call Sign - Amateur,Allocated
G0URO,G0,URO,Call Sign - Amateur,Allocated
G0URP,G0,URP,Call Sign - Amateur,Reserved
G0URQ,G0,URQ,Call Sign - Amateur,Reserved
G0URR,G0,URR,Call Sign - Amateur,Allocated
G0URS,G0,URS,Call Sign - Amateur,Reserved
G0URT,G0,URT,Call Sign - Amateur,Allocated
G0URU,G0,URU,Call Sign - Amateur,Allocated
G0URV,G0,URV,Call Sign - Amateur,Reserved
G0URW,G0,URW,Call Sign - Amateur,Allocated
G0URX,G0,URX,Call Sign - Amateur,Reserved
G0URY,G0,URY,Call Sign - Amateur,Allocated
G0URZ,G0,URZ,Call Sign - Amateur,Reserved
G0USA,G0,USA,Call Sign - Amateur,Allocated
G0USB,G0,USB,Call Sign - Amateur,Reserved
G0USC,G0,USC,Call Sign - Amateur,Allocated
G0USD,G0,USD,Call Sign - Amateur,Allocated
G0USE,G0,USE,Call Sign - Amateur,Allocated
G0USF,G0,USF,Call Sign - Amateur,Allocated
G0USG,G0,USG,Call Sign - Amateur,Reserved
G0USH,G0,USH,Call Sign - Amateur,Allocated
G0USI,G0,USI,Call Sign - Amateur,Allocated
G0USJ,G0,USJ,Call Sign - Amateur,Allocated
G0USK,G0,USK,Call Sign - Amateur,Allocated
G0USL,G0,USL,Call Sign - Amateur,Allocated
G0USM,G0,USM,Call Sign - Amateur,Allocated
G0USN,G0,USN,Call Sign - Amateur,Reserved
G0USO,G0,USO,Call Sign - Amateur,Reserved
G0USP,G0,USP,Call Sign - Amateur,Allocated
G0USQ,G0,USQ,Call Sign - Amateur,Allocated
G0USR,G0,USR,Call Sign - Amateur,Allocated
G0USS,G0,USS,Call Sign - Amateur,Allocated
G0UST,G0,UST,Call Sign - Amateur,Reserved
G0USU,G0,USU,Call Sign - Amateur,Allocated
G0USV,G0,USV,Call Sign - Amateur,Reserved
G0USW,G0,USW,Call Sign - Amateur,Allocated
G0USX,G0,USX,Call Sign - Amateur,Allocated
G0USY,G0,USY,Call Sign - Amateur,Reserved
G0USZ,G0,USZ,Call Sign - Amateur,Reserved
G0UTA,G0,UTA,Call Sign - Amateur,Allocated
G0UTB,G0,UTB,Call Sign - Amateur,Allocated
G0UTC,G0,UTC,Call Sign - Amateur,Allocated
G0UTD,G0,UTD,Call Sign - Amateur,Allocated
G0UTE,G0,UTE,Call Sign - Amateur,Allocated
G0UTF,G0,UTF,Call Sign - Amateur,Reserved
G0UTG,G0,UTG,Call Sign - Amateur,Reserved
G0UTH,G0,UTH,Call Sign - Amateur,Reserved
G0UTI,G0,UTI,Call Sign - Amateur,Reserved
G0UTJ,G0,UTJ,Call Sign - Amateur,Reserved
G0UTK,G0,UTK,Call Sign - Amateur,Reserved
G0UTL,G0,UTL,Call Sign - Amateur,Allocated
G0UTM,G0,UTM,Call Sign - Amateur,Allocated
G0UTN,G0,UTN,Call Sign - Amateur,Allocated
G0UTO,G0,UTO,Call Sign - Amateur,Reserved
G0UTP,G0,UTP,Call Sign - Amateur,Allocated
G0UTQ,G0,UTQ,Call Sign - Amateur,Reserved
G0UTR,G0,UTR,Call Sign - Amateur,Allocated
G0UTS,G0,UTS,Call Sign - Amateur,Allocated
G0UTT,G0,UTT,Call Sign - Amateur,Allocated
G0UTU,G0,UTU,Call Sign - Amateur,Allocated
G0UTV,G0,UTV,Call Sign - Amateur,Allocated
G0UTW,G0,UTW,Call Sign - Amateur,Reserved
G0UTX,G0,UTX,Call Sign - Amateur,Reserved
G0UTY,G0,UTY,Call Sign - Amateur,Allocated
G0UTZ,G0,UTZ,Call Sign - Amateur,Allocated
G0UUA,G0,UUA,Call Sign - Amateur,Allocated
G0UUB,G0,UUB,Call Sign - Amateur,Allocated
G0UUC,G0,UUC,Call Sign - Amateur,Allocated
G0UUD,G0,UUD,Call Sign - Amateur,Reserved
G0UUE,G0,UUE,Call Sign - Amateur,Reserved
G0UUF,G0,UUF,Call Sign - Amateur,Allocated
G0UUG,G0,UUG,Call Sign - Amateur,Reserved
G0UUH,G0,UUH,Call Sign - Amateur,Reserved
G0UUI,G0,UUI,Call Sign - Amateur,Allocated
G0UUJ,G0,UUJ,Call Sign - Amateur,Reserved
G0UUK,G0,UUK,Call Sign - Amateur,Allocated
G0UUL,G0,UUL,Call Sign - Amateur,Reserved
G0UUM,G0,UUM,Call Sign - Amateur,Allocated
G0UUN,G0,UUN,Call Sign - Amateur,Allocated
G0UUO,G0,UUO,Call Sign - Amateur,Reserved
G0UUP,G0,UUP,Call Sign - Amateur,Allocated
G0UUQ,G0,UUQ,Call Sign - Amateur,Reserved
G0UUR,G0,UUR,Call Sign - Amateur,Allocated
G0UUS,G0,UUS,Call Sign - Amateur,Allocated
G0UUT,G0,UUT,Call Sign - Amateur,Allocated
G0UUU,G0,UUU,Call Sign - Amateur,Allocated
G0UUV,G0,UUV,Call Sign - Amateur,Reserved
G0UUW,G0,UUW,Call Sign - Amateur,Reserved
G0UUX,G0,UUX,Call Sign - Amateur,Allocated
G0UUY,G0,UUY,Call Sign - Amateur,Reserved
G0UUZ,G0,UUZ,Call Sign - Amateur,Allocated
G0UVA,G0,UVA,Call Sign - Amateur,Allocated
G0UVB,G0,UVB,Call Sign - Amateur,Allocated
G0UVC,G0,UVC,Call Sign - Amateur,Reserved
G0UVD,G0,UVD,Call Sign - Amateur,Allocated
G0UVE,G0,UVE,Call Sign - Amateur,Allocated
G0UVF,G0,UVF,Call Sign - Amateur,Reserved
G0UVG,G0,UVG,Call Sign - Amateur,Allocated
G0UVH,G0,UVH,Call Sign - Amateur,Allocated
G0UVI,G0,UVI,Call Sign - Amateur,Reserved
G0UVJ,G0,UVJ,Call Sign - Amateur,Reserved
G0UVK,G0,UVK,Call Sign - Amateur,Reserved
G0UVL,G0,UVL,Call Sign - Amateur,Allocated
G0UVM,G0,UVM,Call Sign - Amateur,Allocated
G0UVN,G0,UVN,Call Sign - Amateur,Allocated
G0UVO,G0,UVO,Call Sign - Amateur,Reserved
G0UVP,G0,UVP,Call Sign - Amateur,Allocated
G0UVQ,G0,UVQ,Call Sign - Amateur,Reserved
