callsign,status,licence_class,last_modified_date,original_start_date
M3PIF,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-19
M3PIH,Allocated,Amateur Foundation Radio Licence,2024-07-29,2002-10-02
M3PII,Allocated,Amateur Foundation Radio Licence,2024-03-24,2006-10-19
M3PIJ,Allocated,Amateur Foundation Radio Licence,2024-03-14,2006-10-20
M3PIK,Allocated,Amateur Foundation Radio Licence,2024-02-29,2006-10-20
M3PIL,Allocated,Amateur Foundation Radio Licence,2024-08-01,2003-01-31
M3PIO,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-08-02
M3PIP,Reserved,,,
M3PIQ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-10-20
M3PIR,Allocated,Amateur Foundation Radio Licence,2024-08-02,2005-07-05
M3PIT,Reserved,,,
M3PIU,Reserved,,,
M3PIV,Reserved,,,
M3PIW,Allocated,Amateur Foundation Radio Licence,2024-04-25,2006-10-23
M3PIX,Reserved,,,
M3PIY,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-23
M3PIZ,Reserved,,,
M3PJA,Allocated,Amateur Foundation Radio Licence,2024-10-12,2004-10-06
M3PJB,Allocated,Amateur Foundation Radio Licence,2024-08-02,2002-02-14
M3PJC,Reserved,,,
M3PJD,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-10-21
M3PJE,Reserved,,,
M3PJF,Reserved,,,
M3PJG,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-01-05
M3PJH,Reserved,,,
M3PJI,Allocated,Amateur Foundation Radio Licence,2024-04-10,2024-04-10
M3PJJ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-02-28
M3PJK,Reserved,,,
M3PJL,Reserved,,,
M3PJM,Allocated,Amateur Foundation Radio Licence,2024-06-29,2003-02-18
M3PJN,Allocated,Amateur Foundation Radio Licence,2024-05-09,2002-02-20
M3PJO,Reserved,,,
M3PJP,Reserved,,,
M3PJQ,Reserved,,,
M3PJR,Reserved,,,
M3PJS,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-07-03
M3PJT,Reserved,,,
M3PJU,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-23
M3PJV,Reserved,Amateur Foundation Radio Licence,,
M3PJW,Reserved,,,
M3PJX,Reserved,,,
M3PJY,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-23
M3PJZ,Reserved,,,
M3PKA,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-23
M3PKB,Reserved,,,
M3PKC,Allocated,Amateur Foundation Radio Licence,2024-06-05,2006-10-23
M3PKD,Allocated,Amateur Foundation Radio Licence,2024-06-25,2004-09-07
M3PKE,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-23
M3PKF,Allocated,Amateur Foundation Radio Licence,2024-07-31,2003-02-18
M3PKG,Allocated,Amateur Foundation Radio Licence,2024-07-29,2004-10-17
M3PKH,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-03-22
M3PKI,Reserved,,,
M3PKJ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-23
M3PKK,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-23
M3PKL,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-23
M3PKM,Allocated,Amateur Foundation Radio Licence,2024-08-01,2003-02-18
M3PKN,Allocated,Amateur Foundation Radio Licence,2024-03-28,2006-10-24
M3PKO,Reserved,,,
M3PKP,Reserved,,,
M3PKQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-24
M3PKR,Allocated,Amateur Foundation Radio Licence,2024-02-27,2003-05-20
M3PKS,Reserved,,,
M3PKT,Reserved,,,
M3PKU,Allocated,Amateur Foundation Radio Licence,2024-03-10,2005-12-06
M3PKV,Allocated,Amateur Foundation Radio Licence,2024-09-05,2006-10-24
M3PKW,Reserved,,,
M3PKX,Allocated,Amateur Foundation Radio Licence,2024-09-04,2006-10-25
M3PKY,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-06-19
M3PKZ,Allocated,Amateur Foundation Radio Licence,2024-02-27,2006-10-27
M3PLA,Reserved,,,
M3PLB,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-09-28
M3PLC,Allocated,Amateur Foundation Radio Licence,2024-03-21,2003-03-13
M3PLD,Reserved,,,
M3PLE,Reserved,,,
M3PLF,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-11-05
M3PLG,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-09-25
M3PLH,Reserved,,,
M3PLI,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-10-15
M3PLJ,Reserved,,,
M3PLK,Reserved,Amateur Foundation Radio Licence,,
M3PLL,Reserved,,,
M3PLM,Allocated,Amateur Foundation Radio Licence,2024-07-29,2002-07-09
M3PLN,Allocated,Amateur Foundation Radio Licence,2024-07-29,2002-11-18
M3PLO,Reserved,,,
M3PLP,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-11-20
M3PLQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-27
M3PLR,Allocated,Amateur Foundation Radio Licence,2024-07-30,2004-10-17
M3PLS,Reserved,,,
M3PLT,Reserved,,,
M3PLU,Allocated,Amateur Foundation Radio Licence,2024-06-21,2006-10-10
M3PLV,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-27
M3PLW,Reserved,,,
M3PLX,Reserved,,,
M3PLY,Allocated,Amateur Foundation Radio Licence,2024-07-31,2003-04-09
M3PLZ,Reserved,,,
M3PMA,Allocated,Amateur Foundation Radio Licence,2024-09-06,2002-01-30
M3PMB,Reserved,Amateur Foundation Radio Licence,,
M3PMC,Allocated,Amateur Foundation Radio Licence,2024-05-26,2002-05-07
M3PMD,Allocated,Amateur Foundation Radio Licence,2024-03-02,2002-09-12
M3PME,Reserved,,,
M3PMF,Allocated,Amateur Foundation Radio Licence,2024-10-22,2002-09-04
M3PMG,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-07-12
M3PMH,Reserved,,,
M3PMI,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-27
M3PMJ,Allocated,Amateur Foundation Radio Licence,2024-05-28,2002-07-12
M3PMK,Allocated,Amateur Foundation Radio Licence,2024-07-29,2002-10-31
M3PML,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-04-17
M3PMM,Reserved,,,
M3PMN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-08-09
M3PMO,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-27
M3PMP,Allocated,Amateur Foundation Radio Licence,2024-02-27,2002-06-07
M3PMQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-27
M3PMR,Allocated,Amateur Foundation Radio Licence,2024-08-02,2002-02-15
M3PMS,Reserved,,,
M3PMT,Reserved,Amateur Foundation Radio Licence,,
M3PMU,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-30
M3PMV,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-30
M3PMW,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-03-31
M3PMX,Allocated,Amateur Foundation Radio Licence,2024-06-11,2006-03-22
M3PMY,Allocated,Amateur Foundation Radio Licence,2025-03-21,2006-10-30
M3PMZ,Reserved,,,
M3PNA,Allocated,Amateur Foundation Radio Licence,2024-07-30,2003-03-09
M3PNB,Allocated,Amateur Foundation Radio Licence,2024-07-31,2004-07-15
M3PNC,Reserved,,,
M3PND,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-30
M3PNE,Reserved,,,
M3PNF,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-30
M3PNG,Reserved,,,
M3PNH,Allocated,Amateur Foundation Radio Licence,2024-07-28,2005-04-20
M3PNI,Allocated,Amateur Foundation Radio Licence,2024-04-06,2002-07-05
M3PNJ,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-30
M3PNK,Reserved,,,
M3PNL,Reserved,,,
M3PNM,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-30
M3PNN,Reserved,Amateur Foundation Radio Licence,,
M3PNO,Allocated,Amateur Foundation Radio Licence,2024-07-24,2007-04-11
M3PNP,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-06-08
M3PNQ,Reserved,Amateur Foundation Radio Licence,,
M3PNR,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-31
M3PNS,Allocated,Amateur Foundation Radio Licence,2024-04-21,2005-11-24
M3PNT,Reserved,,,
M3PNU,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-31
M3PNV,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-10-31
M3PNW,Reserved,,,
M3PNX,Allocated,Amateur Foundation Radio Licence,2024-04-11,2006-10-31
M3PNY,Allocated,Amateur Foundation Radio Licence,2024-07-30,2003-08-04
M3PNZ,Allocated,Amateur Foundation Radio Licence,2024-07-31,2005-10-07
M3POA,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-31
M3POB,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-05-16
M3POC,Reserved,,,
M3POD,Reserved,,,
M3POE,Reserved,,,
M3POF,Reserved,,,
M3POG,Allocated,Amateur Foundation Radio Licence,2024-07-23,2007-05-02
M3POH,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-31
M3POI,Allocated,Amateur Foundation Radio Licence,2024-03-19,2003-03-20
M3POJ,Reserved,,,
M3POL,Reserved,,,
M3POM,Reserved,,,
M3POP,Allocated,Amateur Foundation Radio Licence,2024-07-29,2002-07-05
M3POQ,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-31
M3POS,Allocated,Amateur Foundation Radio Licence,2024-07-29,2004-03-09
M3POU,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-31
M3POV,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-31
M3POW,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-06-13
M3POY,Allocated,Amateur Foundation Radio Licence,2024-06-17,2006-10-31
M3POZ,Allocated,Amateur Foundation Radio Licence,2024-06-09,2005-11-03
M3PPA,Allocated,Amateur Foundation Radio Licence,2024-08-02,2003-11-21
M3PPB,Reserved,,,
M3PPC,Reserved,,,
M3PPD,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-09-29
M3PPE,Reserved,,,
M3PPF,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-10-31
M3PPG,Allocated,Amateur Foundation Radio Licence,2024-08-02,2004-11-24
M3PPH,Reserved,,,
M3PPI,Allocated,Amateur Foundation Radio Licence,2024-07-29,2002-09-24
M3PPJ,Allocated,Amateur Foundation Radio Licence,2024-06-20,2005-10-11
M3PPK,Allocated,Amateur Foundation Radio Licence,2024-09-06,2006-04-13
M3PPL,Reserved,,,
M3PPM,Reserved,,,
M3PPN,Reserved,,,
M3PPO,Allocated,Amateur Foundation Radio Licence,2024-04-27,2002-01-06
M3PPP,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-11-06
M3PPQ,Allocated,Amateur Foundation Radio Licence,2024-05-16,2006-10-31
M3PPR,Allocated,Amateur Foundation Radio Licence,2024-08-02,2003-09-03
M3PPS,Allocated,Amateur Foundation Radio Licence,2024-08-01,2003-02-28
M3PPT,Allocated,Amateur Foundation Radio Licence,2024-08-02,2005-07-07
M3PPU,Allocated,Amateur Foundation Radio Licence,2024-05-06,2006-10-31
M3PPV,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-11-01
M3PPW,Reserved,,,
M3PPX,Reserved,,,
M3PPY,Allocated,Amateur Foundation Radio Licence,2024-07-28,2005-12-09
M3PPZ,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-11-01
M3PQA,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-11-01
M3PQB,Allocated,Amateur Foundation Radio Licence,2024-03-12,2006-11-01
M3PQC,Allocated,Amateur Foundation Radio Licence,2024-07-29,2006-11-01
M3PQD,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-01
M3PQE,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-01
M3PQF,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-01
M3PQG,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-01
M3PQH,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-01
M3PQI,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-01
M3PQJ,Allocated,Amateur Foundation Radio Licence,2024-09-06,2006-11-01
M3PQK,Reserved,Amateur Foundation Radio Licence,,
M3PQL,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-01
M3PQM,Allocated,Amateur Foundation Radio Licence,2024-06-18,2006-11-01
M3PQN,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-01
M3PQO,Reserved,Amateur Foundation Radio Licence,,
M3PQP,Reserved,Amateur Foundation Radio Licence,,
M3PQQ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-02
M3PQR,Allocated,Amateur Foundation Radio Licence,2024-07-30,2004-01-20
M3PQS,Reserved,Amateur Foundation Radio Licence,,
M3PQT,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-02
M3PQU,Allocated,Amateur Foundation Radio Licence,2024-09-06,2006-11-02
M3PQV,Allocated,Amateur Foundation Radio Licence,2024-06-10,2006-11-02
M3PQW,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-02
M3PQX,Allocated,Amateur Foundation Radio Licence,2024-06-21,2006-08-11
M3PQY,Reserved,,,
M3PQZ,Reserved,Amateur Foundation Radio Licence,,
M3PRA,Reserved,Amateur Foundation Radio Licence,,
M3PRB,Reserved,,,
M3PRC,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-05-14
M3PRD,Reserved,,,
M3PRE,Reserved,,,
M3PRF,Allocated,Amateur Foundation Radio Licence,2024-06-06,2003-04-23
M3PRG,Reserved,,,
M3PRH,Reserved,,,
M3PRI,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-06-10
M3PRJ,Reserved,,,
M3PRK,Reserved,,,
M3PRL,Reserved,,,
M3PRM,Reserved,,,
M3PRN,Allocated,Amateur Foundation Radio Licence,2024-05-08,2006-04-20
M3PRO,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-04-19
M3PRP,Reserved,,,
M3PRQ,Allocated,Amateur Foundation Radio Licence,2024-06-14,2022-04-05
M3PRR,Reserved,,,
M3PRS,Allocated,Amateur Foundation Radio Licence,2024-06-22,2003-02-14
M3PRT,Allocated,Amateur Foundation Radio Licence,2024-07-29,2002-03-21
M3PRU,Allocated,Amateur Foundation Radio Licence,2024-06-12,2006-11-02
M3PRV,Reserved,,,
M3PRW,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-05-10
M3PRX,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-03
M3PRY,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-03
M3PRZ,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-10-21
M3PSA,Reserved,,,
M3PSB,Allocated,Amateur Foundation Radio Licence,2024-04-30,2005-07-13
M3PSC,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-10-16
M3PSD,Allocated,Amateur Foundation Radio Licence,2024-07-31,2003-11-28
M3PSE,Allocated,Amateur Foundation Radio Licence,2024-07-28,2003-02-23
M3PSF,Allocated,Amateur Foundation Radio Licence,2024-06-17,2006-11-03
M3PSG,Reserved,,,
M3PSH,Reserved,,,
M3PSI,Allocated,Amateur Foundation Radio Licence,2024-09-07,2003-01-31
M3PSJ,Reserved,,,
M3PSK,Allocated,Amateur Foundation Radio Licence,2024-12-13,2015-03-09
M3PSL,Allocated,Amateur Foundation Radio Licence,2024-05-06,2002-09-19
M3PSM,Allocated,Amateur Foundation Radio Licence,2024-06-20,2006-05-23
M3PSN,Reserved,,,
M3PSO,Allocated,Amateur Foundation Radio Licence,2024-08-02,2004-02-06
M3PSP,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-02-06
M3PSQ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-03
M3PSR,Allocated,Amateur Foundation Radio Licence,2024-07-26,2013-12-12
M3PSS,Allocated,Amateur Foundation Radio Licence,2024-07-30,2004-12-22
M3PST,Allocated,Amateur Foundation Radio Licence,2024-05-11,2002-03-26
M3PSU,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-02-12
M3PSV,Reserved,,,
M3PSW,Reserved,,,
M3PSX,Allocated,Amateur Foundation Radio Licence,2024-06-05,2002-11-28
M3PSY,Available,,,
M3PSZ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-06-27
M3PTA,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-04-26
M3PTB,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-07-16
M3PTC,Reserved,,,
M3PTD,Reserved,,,
M3PTE,Reserved,,,
M3PTF,Reserved,,,
M3PTG,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-03-08
M3PTH,Reserved,,,
M3PTI,Allocated,Amateur Foundation Radio Licence,2024-07-21,2006-11-06
M3PTJ,Allocated,Amateur Foundation Radio Licence,2024-08-26,2006-11-06
M3PTK,Allocated,Amateur Foundation Radio Licence,2024-07-26,2007-09-18
M3PTL,Reserved,,,
M3PTM,Reserved,,,
M3PTN,Reserved,,,
M3PTO,Reserved,,,
M3PTP,Reserved,,,
M3PTQ,Allocated,Amateur Foundation Radio Licence,2024-06-12,2006-11-06
M3PTR,Allocated,Amateur Foundation Radio Licence,2024-07-28,2002-03-29
M3PTS,Allocated,Amateur Foundation Radio Licence,2025-01-04,2003-07-28
M3PTT,Reserved,,,
M3PTU,Reserved,Amateur Foundation Radio Licence,,
M3PTV,Allocated,Amateur Foundation Radio Licence,2024-07-28,2003-09-08
M3PTW,Allocated,Amateur Foundation Radio Licence,2024-07-29,2005-04-22
M3PTX,Allocated,Amateur Foundation Radio Licence,2024-04-10,2002-02-26
M3PTY,Allocated,Amateur Foundation Radio Licence,2024-07-31,2003-01-06
M3PTZ,Reserved,,,
M3PUA,Reserved,,,
M3PUB,Allocated,Amateur Foundation Radio Licence,2024-07-30,2002-04-26
M3PUC,Reserved,Amateur Foundation Radio Licence,,
M3PUD,Reserved,,,
M3PUE,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-06
M3PUF,Reserved,,,
M3PUG,Allocated,Amateur Foundation Radio Licence,2024-08-01,2004-02-25
M3PUH,Allocated,Amateur Foundation Radio Licence,2025-09-04,2006-11-07
M3PUI,Reserved,Amateur Foundation Radio Licence,,
M3PUJ,Reserved,,,
M3PUK,Allocated,Amateur Foundation Radio Licence,2024-06-07,2003-01-21
M3PUL,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-03-30
M3PUM,Allocated,Amateur Foundation Radio Licence,2024-07-31,2004-06-01
M3PUN,Allocated,Amateur Foundation Radio Licence,2024-05-03,2006-11-07
M3PUO,Reserved,,,
M3PUP,Reserved,,,
M3PUQ,Allocated,Amateur Foundation Radio Licence,2024-06-11,2006-11-07
M3PUR,Reserved,,,
M3PUS,Allocated,Amateur Foundation Radio Licence,2024-07-31,2004-04-22
M3PUT,Allocated,Amateur Foundation Radio Licence,2024-07-21,2002-01-06
M3PUU,Allocated,Amateur Foundation Radio Licence,2024-07-26,2007-11-21
M3PUV,Reserved,Amateur Foundation Radio Licence,,
M3PUW,Reserved,,,
M3PUX,Allocated,Amateur Foundation Radio Licence,2025-08-02,2006-11-07
M3PUY,Allocated,Amateur Foundation Radio Licence,2025-07-14,2006-11-07
M3PUZ,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-08
M3PVA,Allocated,Amateur Foundation Radio Licence,2024-06-25,2006-11-08
M3PVB,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-08
M3PVC,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-04-29
M3PVD,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-08
M3PVE,Reserved,Amateur Foundation Radio Licence,,
M3PVF,Reserved,Amateur Foundation Radio Licence,,
M3PVG,Reserved,,,
M3PVH,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-08
M3PVI,Allocated,Amateur Foundation Radio Licence,2024-07-30,2006-11-08
M3PVJ,Reserved,Amateur Foundation Radio Licence,,
M3PVK,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-09
M3PVL,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-09
M3PVM,Allocated,Amateur Foundation Radio Licence,2024-06-27,2006-11-09
M3PVN,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-09
M3PVO,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-10
M3PVP,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-10
M3PVQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-10
M3PVR,Reserved,,,
M3PVS,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-13
M3PVT,Reserved,,,
M3PVU,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-13
M3PVV,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-13
M3PVW,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-13
M3PVX,Allocated,Amateur Foundation Radio Licence,2024-04-25,2006-03-21
M3PVY,Reserved,Amateur Foundation Radio Licence,,
M3PVZ,Reserved,,,
M3PWA,Allocated,Amateur Foundation Radio Licence,2024-07-30,2003-08-11
M3PWB,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-09-11
M3PWC,Reserved,,,
M3PWD,Reserved,,,
M3PWE,Allocated,Amateur Foundation Radio Licence,2024-07-31,2002-04-18
M3PWF,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-13
M3PWG,Allocated,Amateur Foundation Radio Licence,2024-08-02,2003-12-12
M3PWH,Reserved,,,
M3PWI,Allocated,Amateur Foundation Radio Licence,2024-07-22,2010-06-29
M3PWJ,Allocated,Amateur Foundation Radio Licence,2024-04-20,2002-07-04
M3PWK,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-13
M3PWL,Allocated,Amateur Foundation Radio Licence,2024-12-19,2024-09-18
M3PWM,Allocated,Amateur Foundation Radio Licence,2024-08-02,2002-07-26
M3PWN,Reserved,,,
M3PWO,Allocated,Amateur Foundation Radio Licence,2024-06-26,2006-11-14
M3PWP,Reserved,,,
M3PWQ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-14
M3PWR,Allocated,Amateur Foundation Radio Licence,2024-09-04,2002-02-28
M3PWS,Allocated,Amateur Foundation Radio Licence,2024-08-01,2002-02-21
M3PWT,Reserved,,,
M3PWU,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-14
M3PWV,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-14
M3PWW,Allocated,Amateur Foundation Radio Licence,2024-08-02,2004-11-24
M3PWX,Allocated,Amateur Foundation Radio Licence,2024-06-17,2005-07-22
M3PWY,Reserved,,,
M3PWZ,Allocated,Amateur Foundation Radio Licence,2024-06-22,2006-02-06
M3PXA,Reserved,,,
M3PXB,Reserved,,,
M3PXC,Reserved,Amateur Foundation Radio Licence,,
M3PXD,Allocated,Amateur Foundation Radio Licence,2024-03-28,2004-11-02
M3PXE,Allocated,Amateur Foundation Radio Licence,2024-09-07,2006-11-15
M3PXF,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-15
M3PXG,Allocated,Amateur Foundation Radio Licence,2024-06-24,2006-11-15
M3PXH,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-15
M3PXI,Allocated,Amateur Foundation Radio Licence,2024-03-15,2006-11-15
M3PXJ,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-15
M3PXK,Allocated,Amateur Foundation Radio Licence,2024-03-25,2006-11-15
M3PXL,Allocated,Amateur Foundation Radio Licence,2024-08-02,2004-03-22
M3PXM,Reserved,,,
M3PXN,Reserved,,,
M3PXO,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-15
M3PXP,Allocated,Amateur Foundation Radio Licence,2024-08-20,2006-11-15
M3PXQ,Allocated,Amateur Foundation Radio Licence,2024-06-15,2006-11-15
M3PXR,Reserved,Amateur Foundation Radio Licence,,
M3PXS,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-16
M3PXT,Allocated,Amateur Foundation Radio Licence,2024-07-28,2006-11-16
M3PXU,Allocated,Amateur Foundation Radio Licence,2024-07-21,2006-11-16
